DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
200206673,02/22/2020 12:00:00 AM,02/08/2020 12:00:00 AM,2100,02,Rampart,0275,1,121,"RAPE, FORCIBLE",1206 1218 2004 1822 0416 0429 0537 0536 0527 0421,54,F,B,709,PUBLIC RESTROOM(INDOORS-INSIDE),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,JAMES M WOOD,BONNIE BRAE,34.0524,-118.2765
200107009,02/12/2020 12:00:00 AM,02/10/2020 12:00:00 AM,1200,01,Central,0182,1,121,"RAPE, FORCIBLE",1415 0516 1414 0527 0501 1219 1262 1822 0500 1402,41,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,1100 S  GRAND                        AV,,34.0416,-118.262
201808522,03/22/2020 12:00:00 AM,03/22/2020 12:00:00 AM,0500,18,Southeast,1851,1,121,"RAPE, FORCIBLE",1402 0913 0400 0416 1300 1310 0446 0500 0507 0515,40,F,B,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,124TH                        ST,FIGUEROA                     ST,33.9128,-118.2869
200207657,03/12/2020 12:00:00 AM,03/12/2020 12:00:00 AM,1300,02,Rampart,0256,1,122,"RAPE, ATTEMPTED",1822 2004 0443 0500 0529 0528,36,F,H,401,MINI-MART,511,VERBAL THREAT,AA,Adult Arrest,122,,,,7TH                          ST,BONNIE BRAE,34.0554,-118.2745
201900503,01/01/2020 12:00:00 AM,01/01/2020 12:00:00 AM,0510,19,Mission,1967,1,121,"RAPE, FORCIBLE",0913 0527 1402 1817 2002 1206 0515 0522 0532,28,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,998,,,9400    OBECK                        AV,,34.2409,-118.4329
201506290,02/16/2020 12:00:00 AM,02/15/2020 12:00:00 AM,2130,15,N Hollywood,1557,1,121,"RAPE, FORCIBLE",0522 0527 0542 0400 0500 0516 0913 1823,18,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,CAHUENGA,MAGNOLIA,34.1649,-118.3615
201207492,02/19/2020 12:00:00 AM,02/18/2020 12:00:00 AM,1300,12,77th Street,1203,1,122,"RAPE, ATTEMPTED",2000 1814 0400 0416 0913,31,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,122,,,,4600 S  VAN NESS                     AV,,34.0019,-118.3171
201308720,03/27/2020 12:00:00 AM,03/26/2020 12:00:00 AM,2035,13,Newton,1362,1,121,"RAPE, FORCIBLE",2000 0913 0522 0527,23,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,200 E  48TH                         ST,,33.9993,-118.2718
200506256,02/22/2020 12:00:00 AM,02/21/2020 12:00:00 AM,1900,05,Harbor,0531,1,121,"RAPE, FORCIBLE",1300 0512 1402 1415 1823 1822,51,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,258TH                        ST,SENATOR                      AV,33.7866,-118.3044
201207292,02/16/2020 12:00:00 AM,01/26/2020 12:00:00 AM,2030,12,77th Street,1232,1,121,"RAPE, FORCIBLE",0507 0501 0527 0532 0536 0400 0913 1820,19,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,3100 W  SLAUSON                      AV,,33.9891,-118.327
201806794,02/17/2020 12:00:00 AM,02/17/2020 12:00:00 AM,1840,18,Southeast,1841,1,122,"RAPE, ATTEMPTED",0400 0448 0409 1202 0500 1822,74,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,122,,,,109TH                        ST,FIGUEROA,33.9374,-118.2826
201411653,05/31/2020 12:00:00 AM,05/30/2020 12:00:00 AM,0400,14,Pacific,1473,1,121,"RAPE, FORCIBLE",2000 1814 0913 1206 2002 0510 1262 0516 0527,26,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,8200    PERSHING                     DR,,33.9593,-118.4444
201806975,02/21/2020 12:00:00 AM,02/21/2020 12:00:00 AM,0330,18,Southeast,1826,1,121,"RAPE, FORCIBLE",0527 0448 1822 1415,19,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,96TH                         ST,CENTRAL                      AV,33.9485,-118.2461
201906446,02/01/2020 12:00:00 AM,01/28/2020 12:00:00 AM,2000,19,Mission,1984,1,121,"RAPE, FORCIBLE",0527 1206 1817 0913 0503 0537,20,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,KESTER                       AV,PANORAMA,34.2265,-118.4565
201906513,01/21/2020 12:00:00 AM,01/21/2020 12:00:00 AM,1900,19,Mission,1959,1,121,"RAPE, FORCIBLE",1822 0522 0510 0500 0515 1601 0527 0532,18,F,H,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,14200    DEVONSHIRE                   ST,,34.2573,-118.4427
200100802,05/23/2020 12:00:00 AM,05/23/2020 12:00:00 AM,0040,01,Central,0147,1,121,"RAPE, FORCIBLE",1218 2004 1415 1402 0913,59,F,B,516,SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,400 E  5TH                          ST,,34.0453,-118.2443
202006561,02/22/2020 12:00:00 AM,02/22/2020 12:00:00 AM,1230,20,Olympic,2031,1,122,"RAPE, ATTEMPTED",0522 0913 1402 1814 0537 0536 0421 0448 0444 0510,24,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,122,998,,,3900    INGRAHAM                     ST,,34.0607,-118.3112
200511436,07/05/2020 12:00:00 AM,07/04/2020 12:00:00 AM,2130,05,Harbor,0504,1,121,"RAPE, FORCIBLE",0413 0527 0537 0913 1262 1402 1409 1415 1814 2000,21,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,998,,,1500    TORRANCE                     BL,,33.8403,-118.306
201204967,01/15/2020 12:00:00 AM,01/14/2020 12:00:00 AM,2200,12,77th Street,1266,1,121,"RAPE, FORCIBLE",2000 1813 0408 0411 1307 1402 0416 0421 0429 0913,40,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,600 W  82ND                         ST,,33.9661,-118.2849
200107446,02/19/2020 12:00:00 AM,02/15/2020 12:00:00 AM,0400,01,Central,0163,1,121,"RAPE, FORCIBLE",0500 0400 0913 1402,28,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,300 W  8TH                          ST,,34.0438,-118.2547
211607617,05/08/2021 12:00:00 AM,03/20/2020 12:00:00 AM,1900,16,Foothill,1653,1,121,"RAPE, FORCIBLE",0527 0504 0408,49,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,OSBORNE                      ST,SAN FERNANDO,34.2542,-118.4094
201321512,12/20/2020 12:00:00 AM,12/15/2020 12:00:00 AM,0300,13,Newton,1393,1,121,"RAPE, FORCIBLE",1409 1402 1415 0913 0448 0401 0516 0527 1309,35,F,H,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,998,,,6900 S  BROADWAY,,33.9771,-118.2783
201309086,04/05/2020 12:00:00 AM,03/08/2020 12:00:00 AM,1510,13,Newton,1321,1,121,"RAPE, FORCIBLE",1822 0940 0527,19,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,500 W  23RD                         ST,,34.0302,-118.273
202105620,02/05/2020 12:00:00 AM,02/01/2020 12:00:00 AM,0800,21,Topanga,2173,1,121,"RAPE, FORCIBLE",1258 1402 0527 1415 1822,13,F,W,509,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,812,998,,23200    GONZALES                     DR,,34.1657,-118.6321
200307286,02/24/2020 12:00:00 AM,02/09/2020 12:00:00 AM,2000,03,Southwest,0331,1,121,"RAPE, FORCIBLE",2024 1259 1309 1822 0342 0340 0527 0302 0334 0537,15,F,B,709,PUBLIC RESTROOM(INDOORS-INSIDE),102,HAND GUN,IC,Invest Cont,121,,,,2900    VINEYARD                     AV,,34.0283,-118.3492
201904536,01/13/2020 12:00:00 AM,01/12/2020 12:00:00 AM,1540,19,Mission,1985,1,121,"RAPE, FORCIBLE",0913 0532 0527 1258 1817,10,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,121,,,,14600    RAYEN                        ST,,34.2318,-118.4503
201821977,12/11/2020 12:00:00 AM,12/06/2020 12:00:00 AM,2300,18,Southeast,1837,1,121,"RAPE, FORCIBLE",0913 0556 0500 1258 0503 0522 0531,12,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,812,,,1800 E  106TH                        ST,,33.9399,-118.2406
200214944,09/13/2020 12:00:00 AM,09/13/2020 12:00:00 AM,1200,02,Rampart,0237,1,121,"RAPE, FORCIBLE",0913 2004 2000 1814 0527 0515 0400 1409 1415,46,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,626,998,,1500    CROWN HILL                   AV,,34.0594,-118.2643
200500553,02/13/2020 12:00:00 AM,02/13/2020 12:00:00 AM,1500,05,Harbor,0564,1,121,"RAPE, FORCIBLE",0537 0510 0527 0515 0556 1258 1402 0913,13,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,121,812,998,,100 N  HARBOR                       BL,,33.741,-118.2838
201305598,01/29/2020 12:00:00 AM,01/28/2020 12:00:00 AM,0745,13,Newton,1362,1,122,"RAPE, ATTEMPTED",2000 1409 0444 0432 1813 0913,51,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,122,998,,,400 E  49TH                         ST,,33.9988,-118.2696
201809113,04/04/2020 12:00:00 AM,04/04/2020 12:00:00 AM,0430,18,Southeast,1822,1,121,"RAPE, FORCIBLE",0913 1215 1240 1310 1311 0500 0516 0527 0533 2004,29,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,98TH                         ST,MAIN                         ST,33.9474,-118.2739
211706603,03/16/2021 12:00:00 AM,03/01/2020 12:00:00 AM,1200,17,Devonshire,1737,1,121,"RAPE, FORCIBLE",2000 1814 0500 0913,23,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,11300    MCLENNAN                     AV,,34.2756,-118.5011
200506329,02/23/2020 12:00:00 AM,02/11/2020 12:00:00 AM,2300,05,Harbor,0558,1,121,"RAPE, FORCIBLE",1822 1309 1310 0537 0536 0527,32,F,W,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,700 N  FRONT                        ST,,33.7496,-118.2811
202006654,02/24/2020 12:00:00 AM,02/23/2020 12:00:00 AM,0230,20,Olympic,2036,1,121,"RAPE, FORCIBLE",0913 1206 0500 1402,20,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,700 S  NEW HAMPSHIRE                AV,,34.0598,-118.2929
211105067,01/31/2021 12:00:00 AM,10/17/2020 12:00:00 AM,0100,11,Northeast,1109,1,121,"RAPE, FORCIBLE",0500 0913 1817 1913 1822 1309 0537 0522 2034 1206,26,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,7400 N  FIGUEROA                     ST,,34.1387,-118.1873
201308922,04/01/2020 12:00:00 AM,04/01/2020 12:00:00 AM,0045,13,Newton,1317,1,122,"RAPE, ATTEMPTED",1822 1402 0432 1309 0400 1218 1215,22,F,H,101,STREET,204,FOLDING KNIFE,IC,Invest Cont,122,998,,,1500    HOOPER                       AV,,34.0248,-118.2441
201100564,03/01/2020 12:00:00 AM,02/29/2020 12:00:00 AM,1520,11,Northeast,1146,1,121,"RAPE, FORCIBLE",1822 0500 0532 0537 0527 1259 1415,17,F,H,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,2800    KNOX                         AV,,34.1019,-118.2451
202107634,03/23/2020 12:00:00 AM,01/01/2020 12:00:00 AM,0500,21,Topanga,2177,1,121,"RAPE, FORCIBLE",0527 1814 2002 0913,21,F,H,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,21800    OXNARD                       ST,,34.1792,-118.603
201227118,12/24/2020 12:00:00 AM,12/24/2020 12:00:00 AM,1100,12,77th Street,1273,1,121,"RAPE, FORCIBLE",1241 0400 0419 1300 2000,49,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,910,,,WESTERN,MANCHESTER,33.96,-118.309
200505332,02/01/2020 12:00:00 AM,01/24/2020 12:00:00 AM,1600,05,Harbor,0585,1,121,"RAPE, FORCIBLE",1251 0448 0913 1814 2024 1258 0515 0522 0551 0527,13,F,H,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,812,998,,24TH                         ST,GAFFEY                       ST,33.7224,-118.2924
200108555,03/05/2020 12:00:00 AM,03/04/2020 12:00:00 AM,2100,01,Central,0147,1,121,"RAPE, FORCIBLE",2004 1822 0527 1415 1218 0500 0516 0549 1402,52,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,WALL                         ST,WINSTON,34.0455,-118.2452
200107689,02/23/2020 12:00:00 AM,02/23/2020 12:00:00 AM,0200,01,Central,0185,1,122,"RAPE, ATTEMPTED",0344 0531 0305 0520 0529 0536 0448 2004 1822 0418,28,F,H,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,122,,,,12TH                         ST,HILL,34.0387,-118.2611
201208406,03/03/2020 12:00:00 AM,03/03/2020 12:00:00 AM,1530,12,77th Street,1213,1,121,"RAPE, FORCIBLE",1402 1822 0400 0340 0342 0527 1022 1259,16,F,B,104,DRIVEWAY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,W  54TH                         ST,RUTHELEN                     ST,33.9933,-118.3126
211606111,03/09/2021 12:00:00 AM,03/01/2020 12:00:00 AM,1200,16,Foothill,1623,1,121,"RAPE, FORCIBLE",0360 0522 0913 0551 0515 0536 0537 1258,9,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,812,,,13000    CARL                         PL,,34.2667,-118.4154
202007884,03/24/2020 12:00:00 AM,03/17/2020 12:00:00 AM,1100,20,Olympic,2013,1,121,"RAPE, FORCIBLE",0913 0527 0552 0526 0516 1251 1259 0515,14,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,812,,,100 S  OXFORD                       AV,,34.0737,-118.3079
202107712,03/26/2020 12:00:00 AM,03/25/2020 12:00:00 AM,0500,21,Topanga,2147,1,121,"RAPE, FORCIBLE",0913 0512 0527 1817,33,F,H,505,MOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,20900    SHERMAN                      WY,,34.201,-118.5885
200506665,03/03/2020 12:00:00 AM,03/01/2020 12:00:00 AM,1800,05,Harbor,0557,1,122,"RAPE, ATTEMPTED",1309 1305 1218 1822 0416 1268,28,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,122,910,,,6TH                          ST,IN SAN PEDRO,33.7412,-118.2924
201204263,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,2000,12,77th Street,1268,1,121,"RAPE, FORCIBLE",1822 1206 0500 0515 0522 0528 0538 1402 1415,18,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,200 E  84TH                         ST,,33.9628,-118.2717
200207161,03/02/2020 12:00:00 AM,02/29/2020 12:00:00 AM,0330,02,Rampart,0238,1,121,"RAPE, FORCIBLE",1402 1415 0913 1817 0519 0522 0527 1018 1020 2034,51,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,121,998,,,400    FIRMIN                       ST,,34.0647,-118.2539
201208938,03/11/2020 12:00:00 AM,03/11/2020 12:00:00 AM,1330,12,77th Street,1204,1,121,"RAPE, FORCIBLE",1822 0445 0416 0522 0527,30,F,W,505,MOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,4500 S  VERMONT                      AV,,34.0017,-118.2979
201105946,02/13/2020 12:00:00 AM,02/12/2020 12:00:00 AM,1835,11,Northeast,1142,1,122,"RAPE, ATTEMPTED",0334 0305 1822 0503 0542 0400 0449 0500,32,F,W,102,SIDEWALK,207,OTHER KNIFE,IC,Invest Cont,122,,,,RODNEY,MELBOURNE,34.1036,-118.2896
202000580,02/25/2020 12:00:00 AM,02/25/2020 12:00:00 AM,2050,20,Olympic,2024,1,122,"RAPE, ATTEMPTED",1822 1402 0432 0329,24,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,122,998,,,500 S  SERRANO                      AV,,34.0654,-118.3066
201307836,03/09/2020 12:00:00 AM,03/08/2020 12:00:00 AM,0130,13,Newton,1372,1,121,"RAPE, FORCIBLE",0913 1259 1309 2024 1824 0515 1415 1409 0527 0344,14,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,SLAUSON                      AV,METTLER                      AV,33.9893,-118.2664
201209018,03/12/2020 12:00:00 AM,03/12/2020 12:00:00 AM,0600,12,77th Street,1215,1,121,"RAPE, FORCIBLE",0305 0334 1305 0302 0507 1276 0345 1301 1402 1822,28,F,H,103,ALLEY,102,HAND GUN,IC,Invest Cont,121,910,,,SLAUSON,VERMONT,33.9892,-118.2915
201800595,03/01/2020 12:00:00 AM,02/29/2020 12:00:00 AM,1400,18,Southeast,1846,1,121,"RAPE, FORCIBLE",1409 1258 1218 0913 1416 1402 0532 0522,8,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,121,812,,,1500 E  114TH                        ST,,33.9311,-118.2479
200300585,03/04/2020 12:00:00 AM,03/04/2020 12:00:00 AM,1200,03,Southwest,0394,1,121,"RAPE, FORCIBLE",0913 2000 1813 1821 1402 1407 1415 1419 0527 2021,0,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,998,,,4200    ARLINGTON                    AV,,34.0073,-118.3182
201307726,03/06/2020 12:00:00 AM,03/06/2020 12:00:00 AM,1800,13,Newton,1313,1,122,"RAPE, ATTEMPTED",0913 2004 1814 2060 1218 0408,47,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,122,,,,16TH                         ST,CENTRAL                      AV,34.0264,-118.2488
201208011,02/24/2020 12:00:00 AM,02/24/2020 12:00:00 AM,0440,12,77th Street,1203,1,122,"RAPE, ATTEMPTED",1202 1822,80,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,122,,,,5100 S  GRAMERCY                     PL,,33.9969,-118.3138
200406971,03/15/2020 12:00:00 AM,03/08/2020 12:00:00 AM,0500,04,Hollenbeck,0478,1,121,"RAPE, FORCIBLE",0527 0913 1206,29,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,LORENA,WHITTIER,34.0278,-118.201
201307935,03/11/2020 12:00:00 AM,02/26/2020 12:00:00 AM,0145,13,Newton,1385,1,121,"RAPE, FORCIBLE",0527 0913 0536 0400,67,F,B,518,TRANSITIONAL HOUSING/HALFWAY HOUSE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,400 E  61ST                         ST,,33.9843,-118.2674
210408287,04/23/2021 12:00:00 AM,05/01/2020 12:00:00 AM,0001,04,Hollenbeck,0466,1,121,"RAPE, FORCIBLE",1206 0913 0400 0527,38,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,100 N  SOTO                         ST,,34.0438,-118.2098
201515171,09/14/2020 12:00:00 AM,09/09/2020 12:00:00 AM,0100,15,N Hollywood,1562,1,121,"RAPE, FORCIBLE",1402 0400 0913 0537 2034 1268 1262 1820 0500 0527,20,F,H,504,OTHER RESIDENCE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,12400    SARAH                        ST,,34.154,-118.4052
210707297,03/30/2021 12:00:00 AM,09/11/2020 12:00:00 AM,0005,07,Wilshire,0765,1,121,"RAPE, FORCIBLE",1206 0913 1803 0413 0527,65,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,5100    SAN VICENTE                  BL,,34.0507,-118.3459
201908911,04/19/2020 12:00:00 AM,04/17/2020 12:00:00 AM,0100,19,Mission,1985,1,121,"RAPE, FORCIBLE",1402 1813 2000 0913 0448 0444 0527 0516 1817 0501,23,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,998,,,14600    PARTHENIA                    ST,,34.2268,-118.4499
201011241,07/21/2020 12:00:00 AM,07/21/2020 12:00:00 AM,1830,10,West Valley,1005,1,121,"RAPE, FORCIBLE",0400 1402 0537 0913 1811 1415 1409 0500 0515,33,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,998,,,17800    HATTON                       ST,,34.2099,-118.5216
200118612,09/28/2020 12:00:00 AM,09/11/2020 12:00:00 AM,2200,01,Central,0152,1,121,"RAPE, FORCIBLE",0913 1206 0500 0400 0527 1817,28,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,700 W  7TH                          ST,,34.0491,-118.2558
201311746,06/02/2020 12:00:00 AM,01/15/2020 12:00:00 AM,0100,13,Newton,1324,1,121,"RAPE, FORCIBLE",0360 0527 0507 0913,10,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,812,,,1400 E  23RD                         ST,,34.0194,-118.2512
200109065,03/13/2020 12:00:00 AM,03/12/2020 12:00:00 AM,0230,01,Central,0156,1,121,"RAPE, FORCIBLE",0400 1822 1218 1415 0507 2033 1206,43,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,500    WALL                         ST,,34.0449,-118.2458
202006722,02/25/2020 12:00:00 AM,02/25/2020 12:00:00 AM,2050,20,Olympic,2024,1,122,"RAPE, ATTEMPTED",1822 0531 0340 0432,36,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,AA,Adult Arrest,122,,,,500 S  SERRANO                      AV,,34.0654,-118.3066
202110727,06/21/2020 12:00:00 AM,06/21/2020 12:00:00 AM,1800,21,Topanga,2156,1,121,"RAPE, FORCIBLE",0448 0429 0527 1206 1259 0510 0516 0526 1402 1822,16,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,812,998,,CANOGA,VICTORY,34.1884,-118.5975
200507308,03/17/2020 12:00:00 AM,03/14/2020 12:00:00 AM,0230,05,Harbor,0532,1,121,"RAPE, FORCIBLE",0527 0913 1817 0537 2001 1206 0400 1402,30,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,GULF,DENNI,33.7844,-118.2733
200908596,04/18/2020 12:00:00 AM,04/17/2020 12:00:00 AM,0800,09,Van Nuys,0911,1,121,"RAPE, FORCIBLE",2000 1813 0527 0400 0913,48,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,7000 N  SEPULVEDA                    BL,,34.1938,-118.4702
200113207,06/08/2020 12:00:00 AM,05/14/2020 12:00:00 AM,0200,01,Central,0155,1,121,"RAPE, FORCIBLE",1259 0913 0527 1300 1251 1206 0536,16,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,200 E  6TH                          ST,,34.0448,-118.2474
